"source_role","source_path","variable","storage_class","variable_label","value_labels","search_text"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_1_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [1] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_1_ Doctor Diagnosed Disease [1] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_2_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [2] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_2_ Doctor Diagnosed Disease [2] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_3_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [3] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_3_ Doctor Diagnosed Disease [3] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_4_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [4] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_4_ Doctor Diagnosed Disease [4] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_5_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [5] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_5_ Doctor Diagnosed Disease [5] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_6_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [6] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_6_ Doctor Diagnosed Disease [6] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_7_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [7] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_7_ Doctor Diagnosed Disease [7] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_8_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [8] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_8_ Doctor Diagnosed Disease [8] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_9_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [9] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_9_ Doctor Diagnosed Disease [9] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_10_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [10] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_10_ Doctor Diagnosed Disease [10] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_11_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [11] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_11_ Doctor Diagnosed Disease [11] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_12_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [12] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_12_ Doctor Diagnosed Disease [12] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_13_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [13] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_13_ Doctor Diagnosed Disease [13] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_14_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [14] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_14_ Doctor Diagnosed Disease [14] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_15_","haven_labelled/vctrs_vctr/double","Doctor Diagnosed Disease [15] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_15_ Doctor Diagnosed Disease [15] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_1_1_","haven_labelled/vctrs_vctr/double","Self-know Disease [1] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_1_1_ Self-know Disease [1] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_1_5_","haven_labelled/vctrs_vctr/double","Self-know Disease [5] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_1_5_ Self-know Disease [5] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da002_1_11_","haven_labelled/vctrs_vctr/double","Self-know Disease [11] Compared to ZIWTime","1 Better=1 | 2 Worse=2 | 3 Same=3 | 99 Never Had the Disease=99","da002_1_11_ Self-know Disease [11] Compared to ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_1_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [1]","1 Yes=1 | 2 No=2","da003_1_ Diagnosed Disease [1]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_2_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [2]","1 Yes=1 | 2 No=2","da003_2_ Diagnosed Disease [2]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_3_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [3]","1 Yes=1 | 2 No=2","da003_3_ Diagnosed Disease [3]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_4_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [4]","1 Yes=1 | 2 No=2","da003_4_ Diagnosed Disease [4]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_5_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [5]","1 Yes=1 | 2 No=2","da003_5_ Diagnosed Disease [5]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_6_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [6]","1 Yes=1 | 2 No=2","da003_6_ Diagnosed Disease [6]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_7_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [7]","1 Yes=1 | 2 No=2","da003_7_ Diagnosed Disease [7]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_8_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [8]","1 Yes=1 | 2 No=2","da003_8_ Diagnosed Disease [8]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_9_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [9]","1 Yes=1 | 2 No=2","da003_9_ Diagnosed Disease [9]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_10_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [10]","1 Yes=1 | 2 No=2","da003_10_ Diagnosed Disease [10]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_11_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [11]","1 Yes=1 | 2 No=2","da003_11_ Diagnosed Disease [11]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_12_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [12]","1 Yes=1 | 2 No=2","da003_12_ Diagnosed Disease [12]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_13_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [13]","1 Yes=1 | 2 No=2","da003_13_ Diagnosed Disease [13]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_14_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [14]","1 Yes=1 | 2 No=2","da003_14_ Diagnosed Disease [14]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da003_15_","haven_labelled/vctrs_vctr/double","Diagnosed Disease [15]","1 Yes=1 | 2 No=2","da003_15_ Diagnosed Disease [15]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da004_1_","haven_labelled/vctrs_vctr/double","Self-known Disease [1]","1 Yes=1 | 2 No=2 | 3 Don't Know=3","da004_1_ Self-known Disease [1]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da004_5_","haven_labelled/vctrs_vctr/double","Self-known Disease [5]","1 Yes=1 | 2 No=2 | 3 Don't Know=3","da004_5_ Self-known Disease [5]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da004_11_","haven_labelled/vctrs_vctr/double","Self-known Disease [11]","1 Yes=1 | 2 No=2 | 3 Don't Know=3","da004_11_ Self-known Disease [11]"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da005","haven_labelled/vctrs_vctr/double","Out-patient Service","1 Yes=1 | 2 No=2","da005 Out-patient Service"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da006","numeric","Out-patient Service Times","","da006 Out-patient Service Times"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da007","haven_labelled/vctrs_vctr/double","In-patient Service","1 Yes=1 | 2 No=2","da007 In-patient Service"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da008","numeric","In-patient Service Times","","da008 In-patient Service Times"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da009","haven_labelled/vctrs_vctr/double","Delayed Medical Service","1 Yes=1 | 2 No=2","da009 Delayed Medical Service"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da010_s1","haven_labelled/vctrs_vctr/double","Delayed Medical Service 1: In-patient Service, Big Surgery","0 No=0 | 1 Yes=1","da010_s1 Delayed Medical Service 1: In-patient Service, Big Surgery"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da010_s2","haven_labelled/vctrs_vctr/double","Delayed Medical Service 1: Out-patient Service, Small Surgery","0 No=0 | 2 Yes=2","da010_s2 Delayed Medical Service 1: Out-patient Service, Small Surgery"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da010_s3","haven_labelled/vctrs_vctr/double","Delayed Medical Service 1: Out-patient Service","0 No=0 | 3 Yes=3","da010_s3 Delayed Medical Service 1: Out-patient Service"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da010_s4","haven_labelled/vctrs_vctr/double","Delayed Medical Service 1: Prescribtion for medicine","0 No=0 | 4 Yes=4","da010_s4 Delayed Medical Service 1: Prescribtion for medicine"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da010_s5","haven_labelled/vctrs_vctr/double","Delayed Medical Service 1: Dental care","0 No=0 | 5 Yes=5","da010_s5 Delayed Medical Service 1: Dental care"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da010_s6","haven_labelled/vctrs_vctr/double","Delayed Medical Service 1: Others, Please Specify","0 No=0 | 6 Yes=6","da010_s6 Delayed Medical Service 1: Others, Please Specify"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da011_s1","haven_labelled/vctrs_vctr/double","Reason for Out-patient Service: New Symptoms","0 No=0 | 1 Yes=1","da011_s1 Reason for Out-patient Service: New Symptoms"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da011_s2","haven_labelled/vctrs_vctr/double","Reason for Out-patient Service: Prevalent Disease","0 No=0 | 2 Yes=2","da011_s2 Reason for Out-patient Service: Prevalent Disease"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da011_s3","haven_labelled/vctrs_vctr/double","Reason for Out-patient Service: Regular Physical Examination","0 No=0 | 3 Yes=3","da011_s3 Reason for Out-patient Service: Regular Physical Examination"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da012_s1","haven_labelled/vctrs_vctr/double","Reason for Delayed: Unavailable for Appointment","0 No=0 | 1 Yes=1","da012_s1 Reason for Delayed: Unavailable for Appointment"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da012_s2","haven_labelled/vctrs_vctr/double","Reason for Delayed: Change Scedule of Hospital","0 No=0 | 2 Yes=2","da012_s2 Reason for Delayed: Change Scedule of Hospital"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da012_s3","haven_labelled/vctrs_vctr/double","Reason for Delayed: I decided to Visit Later","0 No=0 | 3 Yes=3","da012_s3 Reason for Delayed: I decided to Visit Later"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da012_s4","haven_labelled/vctrs_vctr/double","Reason for Delayed: I am Afraid to go to Hospital","0 No=0 | 4 Yes=4","da012_s4 Reason for Delayed: I am Afraid to go to Hospital"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da012_s5","haven_labelled/vctrs_vctr/double","Reason for Delayed: Others, Please Specify","0 No=0 | 5 Yes=5","da012_s5 Reason for Delayed: Others, Please Specify"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da013","haven_labelled/vctrs_vctr/double","RIW: Time for the Latest Physical Examination","1 Year and Month=1 | 2 No Physical Examination Since ZIWTime=2","da013 RIW: Time for the Latest Physical Examination"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da013_1","numeric","Year","","da013_1 Year"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da013_2","numeric","Month","","da013_2 Month"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da014","haven_labelled/vctrs_vctr/double","NIW: Time for the Latest Physical Examination","1 Year and Month=1 | 2 No Physical Examination Lifetime=2","da014 NIW: Time for the Latest Physical Examination"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da014_1","numeric","Year","","da014_1 Year"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da014_2","numeric","Month","","da014_2 Month"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da019","haven_labelled/vctrs_vctr/double","RIW: Traffic Accident/Injury and Received Medical Treatment Since ZIWTime","1 Yes=1 | 2 No=2","da019 RIW: Traffic Accident/Injury and Received Medical Treatment Since ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da020","haven_labelled/vctrs_vctr/double","NIW: Traffic Accident/Injury and Received Medical Treatment","1 Yes=1 | 2 No=2","da020 NIW: Traffic Accident/Injury and Received Medical Treatment"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da021","haven_labelled/vctrs_vctr/double","Traffic Accident/Injury Limit Daily Activities","1 Yes=1 | 2 No=2","da021 Traffic Accident/Injury Limit Daily Activities"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da022","haven_labelled/vctrs_vctr/double","Fallen Down since ZIWTime","1 Yes=1 | 2 No=2","da022 Fallen Down since ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da023","haven_labelled/vctrs_vctr/double","Fallen Down","1 Yes=1 | 2 No=2","da023 Fallen Down"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da024","numeric","Times Fallen Down Needing Medical Treatment","","da024 Times Fallen Down Needing Medical Treatment"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da025","haven_labelled/vctrs_vctr/double","Fractured Hip since ZIWTime","1 Yes=1 | 2 No=2","da025 Fractured Hip since ZIWTime"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da026","haven_labelled/vctrs_vctr/double","Fractured Hip","1 Yes=1 | 2 No=2","da026 Fractured Hip"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da027","haven_labelled/vctrs_vctr/double","Troubled with Body Pain","1 None=1 | 2 A little=2 | 3 Somewhat=3 | 4 Quite a Bit=4 | 5 Very=5","da027 Troubled with Body Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s1","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s1 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s2","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s2 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s3","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s3 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s4","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s4 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s5","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s5 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s6","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s6 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s7","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s7 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s8","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s8 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s9","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s9 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s10","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s10 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s11","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s11 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s12","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s12 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s13","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s13 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s14","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s14 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s15","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s15 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da028_s16","haven_labelled/vctrs_vctr/double","Body Parts Feeling Pain","0 No=0 | 1 Head (Headache)=1 | 2 Shoulder=2 | 3 Arm=3 | 4 Wrist=4 | 5 Fingers=5 | 6 Chest=6 | 7 Stomach (Stomachache)=7 | 8 Back=8 | 9 Waist=9 | 10 Buttocks=10 | 11 Leg=11 | 12 Knees=12 | 13 Ankle=13 | 14 Toes=14 | 15 Neck=15 | 16 Other, Please Specify=16","da028_s16 Body Parts Feeling Pain"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da029","haven_labelled/vctrs_vctr/double","Life Expectancy","1 Almost Impossible=1 | 2 Not Very Likely=2 | 3 Maybe=3 | 4 Very Likely=4 | 5 Almost Certain=5 | 997 Don't Know=997","da029 Life Expectancy"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da030","numeric","During Last Month Average Hours of Actual Sleep","","da030 During Last Month Average Hours of Actual Sleep"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da031","numeric","During Last Month Time for a Nap after Lunch","","da031 During Last Month Time for a Nap after Lunch"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da032_1_","haven_labelled/vctrs_vctr/double","Intensive Physical Activity More than 10 Mins Each Time","1 Yes=1 | 2 No=2","da032_1_ Intensive Physical Activity More than 10 Mins Each Time"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da032_2_","haven_labelled/vctrs_vctr/double","Moderate Physical Activity More than 10 Mins Each Time","1 Yes=1 | 2 No=2","da032_2_ Moderate Physical Activity More than 10 Mins Each Time"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da032_3_","haven_labelled/vctrs_vctr/double","Light Physical Activity More than 10 Mins Each Time","1 Yes=1 | 2 No=2","da032_3_ Light Physical Activity More than 10 Mins Each Time"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da033_1_","numeric","Days with Intensive Physical Activity","","da033_1_ Days with Intensive Physical Activity"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da033_2_","numeric","Days with Moderate Physical Activity","","da033_2_ Days with Moderate Physical Activity"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da033_3_","numeric","Days with Light Physical Activity","","da033_3_ Days with Light Physical Activity"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da034_1_","haven_labelled/vctrs_vctr/double","Time with Intensive Physical Activity","1 <2 Hours=1 | 2 >=2 Hours=2","da034_1_ Time with Intensive Physical Activity"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da034_2_","haven_labelled/vctrs_vctr/double","Time with Moderate Physical Activity","1 <2 Hours=1 | 2 >=2 Hours=2","da034_2_ Time with Moderate Physical Activity"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da034_3_","haven_labelled/vctrs_vctr/double","Time with Light Physical Activity","1 <2 Hours=1 | 2 >=2 Hours=2","da034_3_ Time with Light Physical Activity"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da035_1_","haven_labelled/vctrs_vctr/double","Time with Intensive Physical Activity","1 <30 Minutes=1 | 2 >=30 Minutes=2","da035_1_ Time with Intensive Physical Activity"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da035_2_","haven_labelled/vctrs_vctr/double","Time with Moderate Physical Activity","1 <30 Minutes=1 | 2 >=30 Minutes=2","da035_2_ Time with Moderate Physical Activity"
"raw_health","restricted_source/Health_Status_and_Functioning.dta","da035_3_","haven_labelled/vctrs_vctr/double","Time with Light Physical Activity","1 <30 Minutes=1 | 2 >=30 Minutes=2","da035_3_ Time with Light Physical Activity"
